id|gloss
01_0270|دعوه انا رغبه مساعده
01_0271|انا دعوه طاعه مساعده
01_0272|دعوه اخبار حال جيد
01_0273|ليل خير
01_0274|مع_السلامه
01_0275|سوال ازعاج سوال
01_0276|هو دواء ماضي يوجد
01_0277|هو يوجد تحويل د
01_0278|انا نعم د بطن
01_0279|هو يوجد تامين
01_0280|نعم تامين
01_0281|هو رخصه سياره هو
01_0282|هو بطاقه صوره هويه هو
01_0283|ثاني صوره سوال جواز_سفر
01_0284|ولاده طفل اتقان
01_0285|ولاده ماضي تسع
01_0286|وجوب طلب صوره هويه
01_0287|سوال هو هاتف مشاهده سوال
01_0288|طاوله على
01_0289|استفهام سوال سرقه هاتف هو
01_0290|هو كتابه تفاصيل حال
01_0291|هو عضو مع السعوديه قصه
01_0292|نعم انا مع السعوديه قصه رمايه صم
01_0293|غدا شهاده تقديم
01_0294|سوال عمر سن
01_0295|انا تعليم ولد اخر شهاده
01_0296|انا رغبه لا ممتاز
01_0297|هو قلم يوجد
01_0298|هو كتابه تاريخ الان
01_0299|انا رغبه بطاقه سياره
01_0300|استفهام دواء قدره هو
01_0301|انا نوم ليل
01_0302|انا حب لون ابيض كره لون اسود
01_0303|انا رغبه شراء سوق لوحه
01_0304|انا اسم ا ح م د
01_0305|انا عمل ترجمه لغه اشاره
01_0306|انا قراءه كتاب
01_0307|انا مع اسره مع مشاهده كره_قدم مباراه
01_0308|انا رغبه ذهاب مستشفى سبب ابن مرض
01_0309|انا اب بيع تصوير
01_0310|اب انا لون حب لون ازرق ام لون حب سوال وردي
01_0311|انا حب اب
01_0312|انا حب بنت اخ
01_0313|انا حب صلاه
01_0314|انا حب اكل
01_0315|انا حب صديق
01_0316|انا اخ بنت جميل
01_0317|انا اخ زواج الثلاثاء قادم
01_0318|حقيبه_ظهر حقيبه_يد خفيف
01_0319|انا اخ سياره سرعه
01_0320|انا مساعده ام منزل
01_0321|انا مساعده فقير
01_0322|انا صديق مدرسه مع ثلاث بنت ولد خمس
01_0323|انا معرفه لغه اشاره
01_0324|انا وضوء صلاه
01_0325|انا حب كره_قدم صيد سمكه
01_0326|انا طاعه سوال معلم
01_0327|انا زياره اقارب مستمر
01_0328|انا عمل معلم مدرسه
01_0329|انا نار خلط صباح اكل
01_0330|انا حفظ مدرسه قراءه
01_0331|انا مدرسه جامعه
01_0332|انا معرفه قراءه مدرسه
01_0333|انا ذهاب مدرسه
01_0334|انا مشي منزل
01_0335|انا فوضى ترتيب غرفه نوم
01_0336|انا طاعه معلم بنت
01_0337|انا ذهاب مع اب صلاه الجمعه
01_0338|انا زوج مع كل_يوم مشي
01_0339|اب نوم سرير
01_0340|الاسبوع_الماضي جد موت رحمه الله
01_0341|الاسبوع_الماضي صديق جد موت
01_0342|الجمعه السبت اجازه
01_0343|شرطه قال ممنوع انتظار
01_0344|صيف نهايه ذهاب برد
01_0345|غني مساعده فقير
01_0346|ولد ذهاب مدرسه ابتسامه
01_0347|ولد دخل مدرسه خوف
01_0348|هو ابن بنت اول عمر سن سوال اسم سوال
01_0349|رقم عمر ابن ولد
01_0350|اب هو اسم سوال
01_0351|ام اب صم
01_0352|انا اخ موزه اكل صباح
01_0353|استيقاظ وقت ست صباح
01_0354|اسف فهم كلام لا انا
01_0355|انا اسم م ر ا د
01_0356|انا تنظيف_اسنان
01_0357|غسل_وجه
01_0358|غسل_يد
01_0359|بحر لون ازرق
01_0360|عضل رياضه فائده صحه
01_0361|منزل جدار لون ابيض
01_0362|مدرسه سهل
01_0363|مدرسه مشاهده فائده
01_0364|ولد شخص صعود جبل
01_0365|السبت ماضي انا تعب
01_0366|السلام_عليكم
01_0367|ولد بناء منزل جميل
01_0368|شباب شخص رغبه سباحه
01_0369|صلاه حلو
01_0370|د مساعده انسان
01_0371|اكل فائده مستشفى
01_0372|قلم لون ازرق
01_0373|لون قلم انا خاص
01_0374|مدرسه جميل
01_0375|ترجمه سريع ذكي
01_0376|نوم فندق ممتاز سعيد
01_0377|ولد هو كتابه
01_0378|ولد شخص لعب
01_0379|مع_السلامه
01_0380|ام نداء انا اخ
01_0381|انا فهم لغه اشاره قليل
01_0382|انا كره طفل بكاء
01_0383|انا سعيد سبب مشاهده
01_0384|انا عمر اثنان_ثلاثون سن
01_0385|هو حب قهوه كوفي
01_0386|هو شخص ذكي
01_0387|هو سوال منزل موقع سوال
01_0388|انا جد ماضي شراء مزرعه
01_0389|جد ماضي حب شاي اب انا حب قهوه
01_0390|مدرسه قصه يوجد طاوله هو
01_0391|استفهام سوال ابن جيد
01_0392|استفهام سوال شخص هو اسره جيد
01_0393|انا زوج لا_يوجد
01_0394|مع ذهاب
01_0395|استفهام هو اسم سوال
01_0396|هو عمل سوال
01_0397|انا صم
01_0398|استفهام هو صم
01_0399|استفهام هو زوج
01_0400|كل_يوم صباح مشي وقت اثنان
01_0401|انا رغبه اكل مكرونه
01_0402|انا رغبه شراء بيض رز
01_0403|انا رغبه ذهاب بحر
01_0404|هو بنت شخص حذاء اسود فستان لون وردي
01_0405|صيف ذهاب صيد سمكه
01_0406|انا اخ حب لون احمر
01_0407|سرير خفيف سعيد
01_0408|كلب خلف منزل
01_0409|انا سن الم سن
01_0410|انا حفيد مع ذهاب قهوه كوفي
01_0411|انا اسف
01_0412|فندق داخل برد
01_0413|انا ابن ت س م م بطن
01_0414|انا حب لا ال ب ق و ل ي ا ت
01_0415|انا معرفه سبب اختبار
01_0416|انا وضوء قبل نوم
01_0417|ام نار خلط غرفه خلط
01_0418|طفل لعب بحر قريب
01_0419|انا حب برد
01_0420|انا حب تفاحه موزه انواع صيف
01_0421|انا لقاء اقارب مباراه
01_0422|سوال موقع بيع
01_0423|انا ابن بنت بطن
01_0424|انا اخ رغبه لا ال خ س
01_0425|دجاج طير في ب ر و ت ي ن
01_0426|انا اخ مع ارنب قصه رمايه
01_0427|انتظار اخ بنت جامعه
01_0428|شخص خدمه نحيف ركض سرعه
01_0429|طفل بكاء صراخ ازعاج
01_0430|اخ بنت جديله لون اصفر
01_0431|ذاكره نسيان تذكره طياره
01_0432|لا طاوله كرسي لا
01_0433|رغبه وقت اتقان د هضمي
01_0434|ولد هو اختفاء شرطه
01_0435|انا غسل_وجه صباح
01_0436|انا شراء انا اخ شراء دراجه_ناريه
01_0437|انا منزل مدرسه اخر نهايه
01_0438|حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا
01_0439|كلب جبل صعود
01_0440|ولد كتابه جدار كتابه
01_0441|انا الثلاثاء شراء تصوير
01_0442|ممنوع كرسي لا_2
01_0443|سوال مال سوال صوره اسود بطن
01_0444|استفهام لوحه الثلاثاء مفتوح هو
01_0445|هو ثلج قليل هنا
01_0446|هو تاريخ وقت ولاده
01_0447|انا حضور تاريخ وقت محدد تاخير
01_0448|انا رغبه شكوى سبب ازعاج
01_0449|انا اخ رغبه طياره تخفيض
01_0450|انا رغبه كلمه منزل نقل
03_0001|سوال هو
03_0002|هو معلم لغه اشاره
03_0003|استفهام هو معلم هو
03_0004|هو معلم لا انا مدرسه
03_0005|هو سوال
03_0006|هو صديق مدرسه
03_0007|استفهام هو صديق مدرسه
03_0008|انا اسره رقم ثلاث اشخاص
03_0009|رقم عمر ابن بنت
03_0010|عمر اربع سن عمر
03_0011|عمر سن خمسون سن
03_0012|سوال بنت ابن
03_0013|عمر ابن خمسون سن
03_0014|معرفه هو لغه اشاره
03_0015|معرفه لغه اشاره
03_0016|هو معرفه ام لغه اشاره
03_0017|لا معرفه لغه اشاره
03_0018|ممكن هو قدره كتابه اسم هو
03_0019|انا كتابه
03_0020|استفهام تاريخ الان سوال
03_0021|الان واحد شهر عشر
03_0022|انا ذهاب مدرسه سبب كره_قدم
03_0023|انا قلب قدره
03_0024|هو رغبه شرب سوال
03_0025|انا رغبه شرب شاي
03_0026|هو رغبه اكل سوال
03_0027|انا رغبه اكل رز
03_0028|انا رغبه ذهاب مكتبه بعد صيف
03_0029|هو رغبه بعد صيف سوال
03_0030|انا رغبه ذهاب لوحه بقاله
03_0031|سبب رغبه شراء
03_0032|انا رغبه كوب شراء
03_0033|انا رغبه معرفه لغه اشاره
03_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا
03_0035|رقم معلم مدرسه هو
03_0036|رقم اشخاص مدرسه هو مدرسه
03_0037|سوال قط
03_0038|قط صغير تحت طاوله
03_0039|اب هو منزل يوجد
03_0040|لا منزل لا_يوجد
03_0041|سوال اب
03_0042|اب مستشفى يوجد
03_0043|سوال عمل
03_0044|صديق انا مدرسه
03_0045|انا ام منزل
03_0046|سوال كوب شرب
03_0047|سوال صديق هو
03_0048|قراءه سوال مكان مدرسه
03_0049|طاوله هو سوال
03_0050|طاوله كتاب لاب_توب يوجد
03_0051|هو اسم هو
03_0052|اسم هو ولد خلف
03_0053|استئذان انا كرسي الان
03_0054|استئذان دعوه كرسي
03_0055|سوال كرسي يوجد سوال
03_0056|كرسي قط صغير فوق_كرسي
03_0057|يوجد مدرسه يوجد بيع
03_0058|رقم وقت الان
03_0059|وقت سوال عشر
03_0060|وقت هو صيف اكل وقت سوال
03_0061|تاريخ وقت اب انا منزل اخر تاريخ
03_0062|وقت خمس ليل
03_0063|هو تاريخ ذهاب سينما فيلم تاريخ
03_0064|هو الان مطر
03_0065|لا مطر الان لا
03_0066|لا برد الان
03_0067|سوال صحه هو
03_0068|شكر د
03_0069|هو مطر غدا
03_0070|لا غدا مطر لا
03_0071|هو عمل سوال
03_0072|انا شعر قراءه
03_0073|انا شراء تفاحه موزه انواع
03_0074|انا سعيد مقابله
03_0075|هو رغبه رياضه سوال قلب رغبه سوال
03_0076|انا حب كره_قدم كثير حب
03_0077|سوال هو شراء تفاحه
03_0078|انا شراء تفاحه لا_يوجد
03_0079|هو لبس جيد حلو
03_0080|جو برد قليل
03_0081|انا الان ماضي تعب
03_0082|هو مشاهده هاتف مشاهده
03_0083|هو صديق انا
03_0084|سوال عمر اخ هو
03_0085|انا استيقاظ وقت خمس صباح كل_يوم
03_0086|نهايه كتابه منزل نهايه
03_0087|انا خلط اكل خلط كل_يوم ليل
03_0088|انا خوف
03_0089|سبب خوف
03_0090|دعوه مع دعوه اكل ليل دعوه الان ليل
03_0091|سوال كرسي حمام
03_0092|انا رغبه شرب بقره
03_0093|اعاده عوده مدرسه حافله
03_0094|هو اكل صباح اكل هو
03_0095|انا اب خلط اكل نارغرفه
03_0096|مكتبه مدرسه جميل
03_0097|لا حب اكل موز
03_0098|كتاب جواز تذكره طياره حقيبه_يد يوجد
03_0099|انا اب حادث
03_0100|انا اكل ليل وقت تسع
03_0101|انا زوج عمل كثير
03_0102|زوج عمل سوال اكل لوحه
03_0103|هو طفل رغبه لعب انواع كثير
03_0104|رغبه حذاء خوف
03_0105|انا رغبه تلفاز حاسب خوف
03_0106|هو رغبه دراجه
03_0107|زهره مطر رغبه
03_0108|استفهام هو جوع اكل هو
03_0109|هو يوجد سلطه اتقان
03_0110|استفهام هو تفاحه اتقان
03_0111|اخ جوع
03_0112|هو ام جوع
03_0113|الان تفاحه موزه يوجد لوحه
03_0114|هو مساعده
03_0115|شرطه استفهام منزل ام سوال
03_0116|تاريخ زوج هو ذهاب سينما
03_0117|معلم ذهاب مركز صم يوم الاربعاء
03_0118|شخص صم ذهاب مركز صم
03_0119|انا بيتزا سوال لوحه اكل
03_0120|هو رغبه حب اكل شوكولاته بسكوت حب هو
03_0121|انا سياره ركوب ذهاب لوحه بقاله شوكولاته
03_0122|بنت دراجه
03_0123|انا صديق دراجه ماضي
03_0124|شرطه دراجه_ناريه
03_0125|ولد صم هو سياره قدره
03_0126|مدرسه شخص سياره ذهاب وصل مركز سياره
03_0127|استفهام الحذاء مشاهده سوال
03_0128|هو قدره مشاهده نظاره
03_0129|لاب_توب حاسب مشاهده لاب_توب
03_0130|انا ذهاب سينما الان ليل
03_0131|اخ ذهاب اكل لوحه
03_0132|انا ذهاب لوحه شوكولاته بقاله انواع شراء
03_0133|زوج ذهاب لوحه بقاله
03_0134|دعوه نداء اكل رغبه تعداد
03_0135|الان برد ليل برد
03_0136|الان برد ماضي مركز صم
03_0137|انا شعور برد حافله داخل ليل الان
03_0138|شراء شاي شرب رغبه هو
03_0139|انا شراء شوكولاته
03_0140|ولد شخص شراء ماء
03_0141|انا غدا حاسب شراء
03_0142|الان خس ال خ س لوحه بقاله
03_0143|انا الان خلط اكل
03_0144|الان خلط لا
03_0145|وقت سوال حافله دخول
03_0146|وقت رئيس ذهاب وقت سوال
03_0147|رقم بسكوت مال تفاحه مال رقم
03_0148|زوج هو معرفه لغه اشاره
03_0149|هو صديق هو معرفه لغه اشاره
03_0150|بنت هو قراءه
03_0151|ولد قراءه
03_0152|صديق كتاب قراءه
03_0153|ام قراءه كل_يوم السبت
03_0154|اخ حب كتاب خوف هو
03_0155|انا حب شاي
03_0156|انا حب بقره اتقان
03_0157|طفل حب ثلج هو
03_0158|انا حب شوكولاته بقره
